group_id,group_type,phash_hamming_threshold,sha256_or_min_pair_hamming,filename
exact-0001,exact,,afca2b9f347607856da567d51643ff5330f22fabc6ceba501f4c0f0f8587efb2,data/DFU/Original Images/40122541_323962865037457_6905035766640934912_n.jpg
exact-0001,exact,,afca2b9f347607856da567d51643ff5330f22fabc6ceba501f4c0f0f8587efb2,data/DFU/Original Images/40684551_286268405533991_382919273858727936_n.jpg
exact-0002,exact,,305fdc91c7822908546485df322ac8068f6c959c99339455c2416074ca564f39,data/DFU/Original Images/40160148_1009679235868898_597659929192431616_n.jpg
exact-0002,exact,,305fdc91c7822908546485df322ac8068f6c959c99339455c2416074ca564f39,data/DFU/Original Images/40912870_252777755375304_1806555513480019968_n.jpg
exact-0003,exact,,d70c944428f353e574adcd1b7ffc7856cedafa5024d5a47bdcd9e45333a1b0ad,data/DFU/Original Images/40202761_2200092363606091_776051438781464576_n (1).jpg
exact-0003,exact,,d70c944428f353e574adcd1b7ffc7856cedafa5024d5a47bdcd9e45333a1b0ad,data/DFU/Original Images/40202761_2200092363606091_776051438781464576_n.jpg
exact-0004,exact,,cbf997fc606d0f0950c173327edddb57d36496a4c827d869757dbb20118308ba,data/DFU/Original Images/51603050_631379107291077_7939632421186568192_n (1).jpg
exact-0004,exact,,cbf997fc606d0f0950c173327edddb57d36496a4c827d869757dbb20118308ba,data/DFU/Original Images/51603050_631379107291077_7939632421186568192_n.jpg
exact-0005,exact,,46f3e9603b5ee28f5bd3bb1a466528afda723b89d54c5fcd47355c49b5d8f7ae,data/DFU/Original Images/51807866_518159225254663_1461266681484541952_n (1).jpg
exact-0005,exact,,46f3e9603b5ee28f5bd3bb1a466528afda723b89d54c5fcd47355c49b5d8f7ae,data/DFU/Original Images/51807866_518159225254663_1461266681484541952_n.jpg
exact-0006,exact,,8f355f66b30b38c5d91ebe4b395888c4dc1eb494803d32ca5cdbde828212bc4a,data/DFU/Original Images/51820014_412392489525783_8714311587852189696_n (1).jpg
exact-0006,exact,,8f355f66b30b38c5d91ebe4b395888c4dc1eb494803d32ca5cdbde828212bc4a,data/DFU/Original Images/51820014_412392489525783_8714311587852189696_n.jpg
exact-0007,exact,,0765eebb37a3f7e0a6178298d1f7134e93352d59a678d4d2d6e1aa903a420ef3,data/DFU/Original Images/51828322_1996656233961387_5287593504359317504_n (1).jpg
exact-0007,exact,,0765eebb37a3f7e0a6178298d1f7134e93352d59a678d4d2d6e1aa903a420ef3,data/DFU/Original Images/51828322_1996656233961387_5287593504359317504_n.jpg
exact-0008,exact,,7222bdd78936296215cd1b822aa38336c94cc5519ac531b0b9d52b6a4befff22,data/DFU/Original Images/52105034_238230050394719_8462553318063865856_n (1).jpg
exact-0008,exact,,7222bdd78936296215cd1b822aa38336c94cc5519ac531b0b9d52b6a4befff22,data/DFU/Original Images/52105034_238230050394719_8462553318063865856_n.jpg
exact-0009,exact,,fe0df2b006cf28707fd82e025dd511b9d3085b56737ec02085e54c27b793b35b,data/DFU/Original Images/52696033_298924264128196_4032774948626890752_n (1).jpg
exact-0009,exact,,fe0df2b006cf28707fd82e025dd511b9d3085b56737ec02085e54c27b793b35b,data/DFU/Original Images/52696033_298924264128196_4032774948626890752_n.jpg
exact-0010,exact,,d38dd99cf423b7c4cdda0ce2a3658cbc7ef83e1389e85e98f6facca946d7e562,data/DFU/Original Images/52926505_673999489716443_8799253933454262272_n (1).jpg
exact-0010,exact,,d38dd99cf423b7c4cdda0ce2a3658cbc7ef83e1389e85e98f6facca946d7e562,data/DFU/Original Images/52926505_673999489716443_8799253933454262272_n.jpg
exact-0011,exact,,be993fd0e32ef59e316f27ea30d7890eea3a44424444ae6b54ca78a93825311c,data/DFU/Original Images/52953564_1224061387745809_986999367409860608_n (1).jpg
exact-0011,exact,,be993fd0e32ef59e316f27ea30d7890eea3a44424444ae6b54ca78a93825311c,data/DFU/Original Images/52953564_1224061387745809_986999367409860608_n.jpg
exact-0012,exact,,c95950c39511fd23e6ef48c04fa369a2c3cadaf65cd37d4ee18130a59eab5d39,data/DFU/Original Images/53306460_351795955419517_1052700465684283392_n (1).jpg
exact-0012,exact,,c95950c39511fd23e6ef48c04fa369a2c3cadaf65cd37d4ee18130a59eab5d39,data/DFU/Original Images/53306460_351795955419517_1052700465684283392_n.jpg
exact-0013,exact,,df18b10b54f9cca4db34466395cc250e944c8c1bd46ebe318be64fe961b0c22f,data/DFU/Original Images/53478419_566182507230235_8348464280714084352_n (1).jpg
exact-0013,exact,,df18b10b54f9cca4db34466395cc250e944c8c1bd46ebe318be64fe961b0c22f,data/DFU/Original Images/53478419_566182507230235_8348464280714084352_n.jpg
exact-0014,exact,,0dac772be6f21e3e255c689c966b10dbd3f35a885e5fd4b64ad907198f0bafae,data/DFU/Original Images/53509473_2142419722735378_2914221158142312448_n (1).jpg
exact-0014,exact,,0dac772be6f21e3e255c689c966b10dbd3f35a885e5fd4b64ad907198f0bafae,data/DFU/Original Images/53509473_2142419722735378_2914221158142312448_n.jpg
exact-0015,exact,,4037b4250278cc4696972f4a59fa79011e456344de28e85ec34469fdb3703745,data/DFU/Original Images/53678725_2361119687255293_7023792471368794112_n (1).jpg
exact-0015,exact,,4037b4250278cc4696972f4a59fa79011e456344de28e85ec34469fdb3703745,data/DFU/Original Images/53678725_2361119687255293_7023792471368794112_n.jpg
exact-0016,exact,,2ad88aae38bbcda92db66475ba5b3f1641a13909985d20a79548726515379062,data/DFU/Patches/Abnormal(Ulcer)/106.jpg
exact-0016,exact,,2ad88aae38bbcda92db66475ba5b3f1641a13909985d20a79548726515379062,data/DFU/Patches/Abnormal(Ulcer)/294.jpg
exact-0017,exact,,dc2958c1fe86279feca738d2cee80fcdc471c144e362835c7c4d98f485531392,data/DFU/Patches/Abnormal(Ulcer)/110.jpg
exact-0017,exact,,dc2958c1fe86279feca738d2cee80fcdc471c144e362835c7c4d98f485531392,data/DFU/Patches/Abnormal(Ulcer)/296.jpg
exact-0018,exact,,1976d4585d970cca7904a8de9450b23d58e706ba65f9f724275f5fe4ce39b5fa,data/DFU/Patches/Abnormal(Ulcer)/123.jpg
exact-0018,exact,,1976d4585d970cca7904a8de9450b23d58e706ba65f9f724275f5fe4ce39b5fa,data/DFU/Patches/Abnormal(Ulcer)/295.jpg
exact-0019,exact,,5a34f9999ad00ce542f7575a41ef1543f11c894404f6e42db414a351e08dd18b,data/DFU/Patches/Abnormal(Ulcer)/130.jpg
exact-0019,exact,,5a34f9999ad00ce542f7575a41ef1543f11c894404f6e42db414a351e08dd18b,data/DFU/Patches/Abnormal(Ulcer)/297.jpg
exact-0020,exact,,05aa274c1c80d0e1933797622f728bd08674529ae9e458bc79774ffa4be16472,data/DFU/Patches/Abnormal(Ulcer)/16.jpg
exact-0020,exact,,05aa274c1c80d0e1933797622f728bd08674529ae9e458bc79774ffa4be16472,data/DFU/Patches/Abnormal(Ulcer)/286.jpg
exact-0021,exact,,f3b3f540c47654187dc950293fd99e9c0f044d7960a404692a039b01de0c4734,data/DFU/Patches/Abnormal(Ulcer)/162.jpg
exact-0021,exact,,f3b3f540c47654187dc950293fd99e9c0f044d7960a404692a039b01de0c4734,data/DFU/Patches/Abnormal(Ulcer)/298.jpg
exact-0022,exact,,084dd87bd191d3ea044eb62ceda27926c1b717220fb22591059c856580fb3d05,data/DFU/Patches/Abnormal(Ulcer)/175.jpg
exact-0022,exact,,084dd87bd191d3ea044eb62ceda27926c1b717220fb22591059c856580fb3d05,data/DFU/Patches/Abnormal(Ulcer)/300.jpg
exact-0023,exact,,11dc359dd0bd875cc448ef5929383fb0b76c39652a3a375e71c564356f39a25e,data/DFU/Patches/Abnormal(Ulcer)/176.jpg
exact-0023,exact,,11dc359dd0bd875cc448ef5929383fb0b76c39652a3a375e71c564356f39a25e,data/DFU/Patches/Abnormal(Ulcer)/381.jpg
exact-0024,exact,,7ef27e516cdf5b1d2de59b12d955b8ea100412f6c9723e06d38884febc392b0d,data/DFU/Patches/Abnormal(Ulcer)/178.jpg
exact-0024,exact,,7ef27e516cdf5b1d2de59b12d955b8ea100412f6c9723e06d38884febc392b0d,data/DFU/Patches/Abnormal(Ulcer)/228.jpg
exact-0025,exact,,7c3c8495049a4b9ea8e3656d13458a7a7ab36e9974846142329a0bfaaaeca69e,data/DFU/Patches/Abnormal(Ulcer)/18.jpg
exact-0025,exact,,7c3c8495049a4b9ea8e3656d13458a7a7ab36e9974846142329a0bfaaaeca69e,data/DFU/Patches/Abnormal(Ulcer)/287.jpg
exact-0026,exact,,b96ef24e1460b741e15b165d19063b9c81503452cfced2cbd231d11baf9ed2cc,data/DFU/Patches/Abnormal(Ulcer)/192.jpg
exact-0026,exact,,b96ef24e1460b741e15b165d19063b9c81503452cfced2cbd231d11baf9ed2cc,data/DFU/Patches/Abnormal(Ulcer)/383.jpg
exact-0027,exact,,c775ccb92d5807a3702fb91a8a3ecd40a6ca474dfc0e24438089dbd60dbb60ce,data/DFU/Patches/Abnormal(Ulcer)/197.jpg
exact-0027,exact,,c775ccb92d5807a3702fb91a8a3ecd40a6ca474dfc0e24438089dbd60dbb60ce,data/DFU/Patches/Abnormal(Ulcer)/299.jpg
exact-0028,exact,,a56e9bde6edfdce589e148cbdd860599bc0f7bb9e7418775ff96619a33febcd8,data/DFU/Patches/Abnormal(Ulcer)/20.jpg
exact-0028,exact,,a56e9bde6edfdce589e148cbdd860599bc0f7bb9e7418775ff96619a33febcd8,data/DFU/Patches/Abnormal(Ulcer)/289.jpg
exact-0028,exact,,a56e9bde6edfdce589e148cbdd860599bc0f7bb9e7418775ff96619a33febcd8,data/DFU/Patches/Abnormal(Ulcer)/393.jpg
exact-0029,exact,,86775645674fa2df3b0c048e06ee275dc53bffc7c13661a8825a3b6a36d3ff7c,data/DFU/Patches/Abnormal(Ulcer)/202.jpg
exact-0029,exact,,86775645674fa2df3b0c048e06ee275dc53bffc7c13661a8825a3b6a36d3ff7c,data/DFU/Patches/Abnormal(Ulcer)/382.jpg
exact-0030,exact,,b4ce6f73f5ae09843e5ffee71e4f0f9b5bfffd5a284afc7f8cc7d67458086da6,data/DFU/Patches/Abnormal(Ulcer)/204.jpg
exact-0030,exact,,b4ce6f73f5ae09843e5ffee71e4f0f9b5bfffd5a284afc7f8cc7d67458086da6,data/DFU/Patches/Abnormal(Ulcer)/385.jpg
exact-0031,exact,,9910b65e1c664ed9dd1e7d2939856084f86107caa0f7f863aca5296eaffd6ddc,data/DFU/Patches/Abnormal(Ulcer)/221.jpg
exact-0031,exact,,9910b65e1c664ed9dd1e7d2939856084f86107caa0f7f863aca5296eaffd6ddc,data/DFU/Patches/Abnormal(Ulcer)/384.jpg
exact-0032,exact,,cd670348a4e52c1451c91bad03ff0b33e6c32f006e2c6950513249f7388aac80,data/DFU/Patches/Abnormal(Ulcer)/222.jpg
exact-0032,exact,,cd670348a4e52c1451c91bad03ff0b33e6c32f006e2c6950513249f7388aac80,data/DFU/Patches/Abnormal(Ulcer)/388.jpg
exact-0033,exact,,271c211eea5f25cbd9fb19c291c7157e3fd21e1335aa231d30759c1a4ac820ae,data/DFU/Patches/Abnormal(Ulcer)/223.jpg
exact-0033,exact,,271c211eea5f25cbd9fb19c291c7157e3fd21e1335aa231d30759c1a4ac820ae,data/DFU/Patches/Abnormal(Ulcer)/285.jpg
exact-0033,exact,,271c211eea5f25cbd9fb19c291c7157e3fd21e1335aa231d30759c1a4ac820ae,data/DFU/Patches/Abnormal(Ulcer)/390.jpg
exact-0034,exact,,65ecc920d9fb2eec6d3f9c11a14eed9a39788f022578277a0c75de9c017559b1,data/DFU/Patches/Abnormal(Ulcer)/245.jpg
exact-0034,exact,,65ecc920d9fb2eec6d3f9c11a14eed9a39788f022578277a0c75de9c017559b1,data/DFU/Patches/Abnormal(Ulcer)/386.jpg
exact-0035,exact,,56c032fc04dc6c9f5dc7dd3e0fedcd8f485eaf1cdf9f3700de6a9f4f0906a428,data/DFU/Patches/Abnormal(Ulcer)/247.jpg
exact-0035,exact,,56c032fc04dc6c9f5dc7dd3e0fedcd8f485eaf1cdf9f3700de6a9f4f0906a428,data/DFU/Patches/Abnormal(Ulcer)/389.jpg
exact-0036,exact,,888980a8b0cb2aa70f1e04ef945d2a11454012b73a5bdff9dfffc1503930f47f,data/DFU/Patches/Abnormal(Ulcer)/266.jpg
exact-0036,exact,,888980a8b0cb2aa70f1e04ef945d2a11454012b73a5bdff9dfffc1503930f47f,data/DFU/Patches/Abnormal(Ulcer)/392.jpg
exact-0037,exact,,318e1711e06599733e0dc679631847d4afd82d536534937d2b1b4abf50eecc5b,data/DFU/Patches/Abnormal(Ulcer)/275.jpg
exact-0037,exact,,318e1711e06599733e0dc679631847d4afd82d536534937d2b1b4abf50eecc5b,data/DFU/Patches/Abnormal(Ulcer)/387.jpg
exact-0038,exact,,2c383b1a98bcd13bb8d7b0ae1bff21392772f5de0298d5afc602b982176b1eba,data/DFU/Patches/Abnormal(Ulcer)/276.jpg
exact-0038,exact,,2c383b1a98bcd13bb8d7b0ae1bff21392772f5de0298d5afc602b982176b1eba,data/DFU/Patches/Abnormal(Ulcer)/391.jpg
exact-0039,exact,,fd1473568a5b4582d801ae5aec87c10ee982f3613af2831dfb0c090701a96223,data/DFU/Patches/Abnormal(Ulcer)/281.jpg
exact-0039,exact,,fd1473568a5b4582d801ae5aec87c10ee982f3613af2831dfb0c090701a96223,data/DFU/Patches/Abnormal(Ulcer)/394.jpg
exact-0040,exact,,ce12dbb52fc0e7e899fd3f5ec2026e8f5e49bd1380ec5d4475715885e06e61b3,data/DFU/Patches/Abnormal(Ulcer)/288.jpg
exact-0040,exact,,ce12dbb52fc0e7e899fd3f5ec2026e8f5e49bd1380ec5d4475715885e06e61b3,data/DFU/Patches/Abnormal(Ulcer)/38.jpg
exact-0041,exact,,88ab8d13f46efb98a2551d6b7dcc3f6cc6d0bb32597a9ed6933318ee3a095707,data/DFU/Patches/Abnormal(Ulcer)/290.jpg
exact-0041,exact,,88ab8d13f46efb98a2551d6b7dcc3f6cc6d0bb32597a9ed6933318ee3a095707,data/DFU/Patches/Abnormal(Ulcer)/58.jpg
exact-0042,exact,,68a28686a45981a27bff15b09cc8963a88fe6fe1c211f443f6d5f1ccde34dd14,data/DFU/Patches/Abnormal(Ulcer)/291.jpg
exact-0042,exact,,68a28686a45981a27bff15b09cc8963a88fe6fe1c211f443f6d5f1ccde34dd14,data/DFU/Patches/Abnormal(Ulcer)/55.jpg
exact-0043,exact,,d1954e2697f895853e10558bc6d4827a08d6e44d37348ffa534b3aeac8540af6,data/DFU/Patches/Abnormal(Ulcer)/292.jpg
exact-0043,exact,,d1954e2697f895853e10558bc6d4827a08d6e44d37348ffa534b3aeac8540af6,data/DFU/Patches/Abnormal(Ulcer)/87.jpg
exact-0044,exact,,08e2ca674ce1e169fa793f192974c6fcf1de73419189eddced2c7f56e4be924a,data/DFU/Patches/Abnormal(Ulcer)/293.jpg
exact-0044,exact,,08e2ca674ce1e169fa793f192974c6fcf1de73419189eddced2c7f56e4be924a,data/DFU/Patches/Abnormal(Ulcer)/395.jpg
exact-0044,exact,,08e2ca674ce1e169fa793f192974c6fcf1de73419189eddced2c7f56e4be924a,data/DFU/Patches/Abnormal(Ulcer)/75.jpg
exact-0045,exact,,d208002d93c95cacb429e76b9e2d675f9e1204b01196ccd7123c6285afeada1f,data/DFU/Patches/Abnormal(Ulcer)/30.jpg
exact-0045,exact,,d208002d93c95cacb429e76b9e2d675f9e1204b01196ccd7123c6285afeada1f,data/DFU/Patches/Abnormal(Ulcer)/48.jpg
exact-0046,exact,,350aff0c7f0199afdb0647f60ff129bcb8da1fb1fe5588e539f6758ef6714395,data/DFU/Patches/Abnormal(Ulcer)/308.jpg
exact-0046,exact,,350aff0c7f0199afdb0647f60ff129bcb8da1fb1fe5588e539f6758ef6714395,data/DFU/Patches/Abnormal(Ulcer)/396.jpg
exact-0047,exact,,651d030bfce28acb1f2e36769670381cec08d31c62746f5de35f2df5c5a7ff31,data/DFU/Patches/Abnormal(Ulcer)/311.jpg
exact-0047,exact,,651d030bfce28acb1f2e36769670381cec08d31c62746f5de35f2df5c5a7ff31,data/DFU/Patches/Abnormal(Ulcer)/398.jpg
exact-0048,exact,,f5f4e008bf72a9189e06c2b2ef1698cd42909da76e4d63c541807d45098db176,data/DFU/Patches/Abnormal(Ulcer)/316.jpg
exact-0048,exact,,f5f4e008bf72a9189e06c2b2ef1698cd42909da76e4d63c541807d45098db176,data/DFU/Patches/Abnormal(Ulcer)/397.jpg
exact-0049,exact,,1b6056f1764396d7217d3af689c287c163fc60f4a07a8db50eaca22e85e04e9b,data/DFU/Patches/Abnormal(Ulcer)/327.jpg
exact-0049,exact,,1b6056f1764396d7217d3af689c287c163fc60f4a07a8db50eaca22e85e04e9b,data/DFU/Patches/Abnormal(Ulcer)/400.jpg
exact-0050,exact,,42b28a7cdecb6b952569a1fb76b93d19e28444d0ab9bbb1328211fbb539d0253,data/DFU/Patches/Abnormal(Ulcer)/342.jpg
exact-0050,exact,,42b28a7cdecb6b952569a1fb76b93d19e28444d0ab9bbb1328211fbb539d0253,data/DFU/Patches/Abnormal(Ulcer)/399.jpg
exact-0051,exact,,5f7a06325e0c9e4a5d37513c68384c80e961a4ee807e77cf0c287e9cc798d0a4,data/DFU/Patches/Abnormal(Ulcer)/36.jpg
exact-0051,exact,,5f7a06325e0c9e4a5d37513c68384c80e961a4ee807e77cf0c287e9cc798d0a4,data/DFU/Patches/Abnormal(Ulcer)/46.jpg
exact-0052,exact,,b76e4ae1fa645b3f32379ee322cb0f0f0b47f7add07d28f6529704f9823b64b6,data/DFU/Patches/Normal(Healthy skin)/10.jpg
exact-0052,exact,,b76e4ae1fa645b3f32379ee322cb0f0f0b47f7add07d28f6529704f9823b64b6,data/DFU/Patches/Normal(Healthy skin)/23.jpg
exact-0052,exact,,b76e4ae1fa645b3f32379ee322cb0f0f0b47f7add07d28f6529704f9823b64b6,data/DFU/Patches/Normal(Healthy skin)/290.jpg
exact-0052,exact,,b76e4ae1fa645b3f32379ee322cb0f0f0b47f7add07d28f6529704f9823b64b6,data/DFU/Patches/Normal(Healthy skin)/303.jpg
exact-0053,exact,,d49c0ea18fd74a2144b85f109911b2f69dd7d764d68a43434b5eb31d9cf0ea10,data/DFU/Patches/Normal(Healthy skin)/100.jpg
exact-0053,exact,,d49c0ea18fd74a2144b85f109911b2f69dd7d764d68a43434b5eb31d9cf0ea10,data/DFU/Patches/Normal(Healthy skin)/369.jpg
exact-0054,exact,,54df4bbaaa10d71431fcec94071ed2afee4c65d768ebecd59cd531ec534aeb0c,data/DFU/Patches/Normal(Healthy skin)/102.jpg
exact-0054,exact,,54df4bbaaa10d71431fcec94071ed2afee4c65d768ebecd59cd531ec534aeb0c,data/DFU/Patches/Normal(Healthy skin)/371.jpg
exact-0055,exact,,d215e40945d6c98f733f788b2afe452773b13d5cd0ef6da6d2cf03f74be00a33,data/DFU/Patches/Normal(Healthy skin)/103.jpg
exact-0055,exact,,d215e40945d6c98f733f788b2afe452773b13d5cd0ef6da6d2cf03f74be00a33,data/DFU/Patches/Normal(Healthy skin)/372.jpg
exact-0056,exact,,cb7ef01ee280f772d8c975b56bdf2bbd956b92992402c859fd4b11a65587d912,data/DFU/Patches/Normal(Healthy skin)/104.jpg
exact-0056,exact,,cb7ef01ee280f772d8c975b56bdf2bbd956b92992402c859fd4b11a65587d912,data/DFU/Patches/Normal(Healthy skin)/407.jpg
exact-0057,exact,,5022517aae081e9712e32e9c310a5ee0e305e7c5ecfc277d4ffc0e80f5d09e08,data/DFU/Patches/Normal(Healthy skin)/105.jpg
exact-0057,exact,,5022517aae081e9712e32e9c310a5ee0e305e7c5ecfc277d4ffc0e80f5d09e08,data/DFU/Patches/Normal(Healthy skin)/148.jpg
exact-0057,exact,,5022517aae081e9712e32e9c310a5ee0e305e7c5ecfc277d4ffc0e80f5d09e08,data/DFU/Patches/Normal(Healthy skin)/380.jpg
exact-0057,exact,,5022517aae081e9712e32e9c310a5ee0e305e7c5ecfc277d4ffc0e80f5d09e08,data/DFU/Patches/Normal(Healthy skin)/404.jpg
exact-0058,exact,,75d778fb6eb5f5810f240c5ca6ce96de1eb2569bc356191076bfa68df282699f,data/DFU/Patches/Normal(Healthy skin)/106.jpg
exact-0058,exact,,75d778fb6eb5f5810f240c5ca6ce96de1eb2569bc356191076bfa68df282699f,data/DFU/Patches/Normal(Healthy skin)/149.jpg
exact-0058,exact,,75d778fb6eb5f5810f240c5ca6ce96de1eb2569bc356191076bfa68df282699f,data/DFU/Patches/Normal(Healthy skin)/367.jpg
exact-0058,exact,,75d778fb6eb5f5810f240c5ca6ce96de1eb2569bc356191076bfa68df282699f,data/DFU/Patches/Normal(Healthy skin)/414.jpg
exact-0059,exact,,eaf33f1dad812bbfb75bf92f24a5aa9731e03f695b746e22342e1b3403ab4b9d,data/DFU/Patches/Normal(Healthy skin)/107.jpg
exact-0059,exact,,eaf33f1dad812bbfb75bf92f24a5aa9731e03f695b746e22342e1b3403ab4b9d,data/DFU/Patches/Normal(Healthy skin)/351.jpg
exact-0060,exact,,72d15085b04383a4dec6998a41619ced56e2f212923afc6e60a2738195e6eb75,data/DFU/Patches/Normal(Healthy skin)/108.jpg
exact-0060,exact,,72d15085b04383a4dec6998a41619ced56e2f212923afc6e60a2738195e6eb75,data/DFU/Patches/Normal(Healthy skin)/410.jpg
exact-0061,exact,,2bc7ea350d1f413372d8931bd33f7b8bb60ffd27d93dd615f3aa3282c4dba61b,data/DFU/Patches/Normal(Healthy skin)/109.jpg
exact-0061,exact,,2bc7ea350d1f413372d8931bd33f7b8bb60ffd27d93dd615f3aa3282c4dba61b,data/DFU/Patches/Normal(Healthy skin)/352.jpg
exact-0062,exact,,69960fcb0526105b20dd5be5d30fd7495da87c8f8240cd5aa54b220d113d8e6d,data/DFU/Patches/Normal(Healthy skin)/110.jpg
exact-0062,exact,,69960fcb0526105b20dd5be5d30fd7495da87c8f8240cd5aa54b220d113d8e6d,data/DFU/Patches/Normal(Healthy skin)/391.jpg
exact-0063,exact,,4ba837745dce575984053414495276e79760112066c20d960ed7510751c01b0d,data/DFU/Patches/Normal(Healthy skin)/111.jpg
exact-0063,exact,,4ba837745dce575984053414495276e79760112066c20d960ed7510751c01b0d,data/DFU/Patches/Normal(Healthy skin)/401.jpg
exact-0064,exact,,aa0c6421a794ff4a0293730a66521ba5aa113b95b1114fde73f5e2bc5756cf6b,data/DFU/Patches/Normal(Healthy skin)/112.jpg
exact-0064,exact,,aa0c6421a794ff4a0293730a66521ba5aa113b95b1114fde73f5e2bc5756cf6b,data/DFU/Patches/Normal(Healthy skin)/392.jpg
exact-0065,exact,,f56136cf51ed434500ea2846f50ee188ee804ba25277f1e480814ce1eac57cef,data/DFU/Patches/Normal(Healthy skin)/113.jpg
exact-0065,exact,,f56136cf51ed434500ea2846f50ee188ee804ba25277f1e480814ce1eac57cef,data/DFU/Patches/Normal(Healthy skin)/150.jpg
exact-0065,exact,,f56136cf51ed434500ea2846f50ee188ee804ba25277f1e480814ce1eac57cef,data/DFU/Patches/Normal(Healthy skin)/360.jpg
exact-0065,exact,,f56136cf51ed434500ea2846f50ee188ee804ba25277f1e480814ce1eac57cef,data/DFU/Patches/Normal(Healthy skin)/453.jpg
exact-0066,exact,,670167ef4890ad00ca7bcc30a7df71752025130126746a6cf794244977a1bd65,data/DFU/Patches/Normal(Healthy skin)/114.jpg
exact-0066,exact,,670167ef4890ad00ca7bcc30a7df71752025130126746a6cf794244977a1bd65,data/DFU/Patches/Normal(Healthy skin)/357.jpg
exact-0067,exact,,5f0ba2069c50e83878df8a2c859be34cb63f1571b9cf2cd8dfab232363596bb2,data/DFU/Patches/Normal(Healthy skin)/115.jpg
exact-0067,exact,,5f0ba2069c50e83878df8a2c859be34cb63f1571b9cf2cd8dfab232363596bb2,data/DFU/Patches/Normal(Healthy skin)/385.jpg
exact-0068,exact,,a040268254851c4c3a864cd18cc52638724a3e765949ca86e76727dfe1ddbd15,data/DFU/Patches/Normal(Healthy skin)/117.jpg
exact-0068,exact,,a040268254851c4c3a864cd18cc52638724a3e765949ca86e76727dfe1ddbd15,data/DFU/Patches/Normal(Healthy skin)/384.jpg
exact-0069,exact,,c2e360eed1019685818a0c76be0eb220d4401f9ad6fb50e85e65a768aa7bcaa0,data/DFU/Patches/Normal(Healthy skin)/118.jpg
exact-0069,exact,,c2e360eed1019685818a0c76be0eb220d4401f9ad6fb50e85e65a768aa7bcaa0,data/DFU/Patches/Normal(Healthy skin)/406.jpg
exact-0070,exact,,74399bd3a0dd0253df3c3087f37654b778f3ec84545e7dd1b5f2ebedce220659,data/DFU/Patches/Normal(Healthy skin)/119.jpg
exact-0070,exact,,74399bd3a0dd0253df3c3087f37654b778f3ec84545e7dd1b5f2ebedce220659,data/DFU/Patches/Normal(Healthy skin)/381.jpg
exact-0071,exact,,c3c3ea7e85e216aab1b06ffdfb863ce31babaa91b76925e60b7307b37b7c2395,data/DFU/Patches/Normal(Healthy skin)/12.jpg
exact-0071,exact,,c3c3ea7e85e216aab1b06ffdfb863ce31babaa91b76925e60b7307b37b7c2395,data/DFU/Patches/Normal(Healthy skin)/24.jpg
exact-0071,exact,,c3c3ea7e85e216aab1b06ffdfb863ce31babaa91b76925e60b7307b37b7c2395,data/DFU/Patches/Normal(Healthy skin)/291.jpg
exact-0071,exact,,c3c3ea7e85e216aab1b06ffdfb863ce31babaa91b76925e60b7307b37b7c2395,data/DFU/Patches/Normal(Healthy skin)/302.jpg
exact-0072,exact,,b36ea4ab89daf45c1d63d3a99ec1767225a41ac61e6c831a356703fe90d71454,data/DFU/Patches/Normal(Healthy skin)/121.jpg
exact-0072,exact,,b36ea4ab89daf45c1d63d3a99ec1767225a41ac61e6c831a356703fe90d71454,data/DFU/Patches/Normal(Healthy skin)/2.jpg
exact-0072,exact,,b36ea4ab89daf45c1d63d3a99ec1767225a41ac61e6c831a356703fe90d71454,data/DFU/Patches/Normal(Healthy skin)/281.jpg
exact-0072,exact,,b36ea4ab89daf45c1d63d3a99ec1767225a41ac61e6c831a356703fe90d71454,data/DFU/Patches/Normal(Healthy skin)/405.jpg
exact-0073,exact,,7bb9185e5ffc4dcd7e7bcd3349ab80360d4f313cdb3ed0ec7b32cb445bf52179,data/DFU/Patches/Normal(Healthy skin)/122.jpg
exact-0073,exact,,7bb9185e5ffc4dcd7e7bcd3349ab80360d4f313cdb3ed0ec7b32cb445bf52179,data/DFU/Patches/Normal(Healthy skin)/284.jpg
exact-0073,exact,,7bb9185e5ffc4dcd7e7bcd3349ab80360d4f313cdb3ed0ec7b32cb445bf52179,data/DFU/Patches/Normal(Healthy skin)/3.jpg
exact-0073,exact,,7bb9185e5ffc4dcd7e7bcd3349ab80360d4f313cdb3ed0ec7b32cb445bf52179,data/DFU/Patches/Normal(Healthy skin)/382.jpg
exact-0074,exact,,089ab6bd8564f3a19d8f7459eef7d39d463ad2a96d50c140f751b2b9b2aa1711,data/DFU/Patches/Normal(Healthy skin)/123.jpg
exact-0074,exact,,089ab6bd8564f3a19d8f7459eef7d39d463ad2a96d50c140f751b2b9b2aa1711,data/DFU/Patches/Normal(Healthy skin)/283.jpg
exact-0074,exact,,089ab6bd8564f3a19d8f7459eef7d39d463ad2a96d50c140f751b2b9b2aa1711,data/DFU/Patches/Normal(Healthy skin)/398.jpg
exact-0074,exact,,089ab6bd8564f3a19d8f7459eef7d39d463ad2a96d50c140f751b2b9b2aa1711,data/DFU/Patches/Normal(Healthy skin)/4.jpg
exact-0075,exact,,90a2b8735b7f1d98b133985273daf0f4f199e63f819c07ed4349d6f54a5ccc7b,data/DFU/Patches/Normal(Healthy skin)/124.jpg
